,T.NAGAR,SAIDAPET  ,GUINDY    ,CONCORDE  ,JN.OF R.C ,GURUNANAK ,VELACHERY ,TARAMANI  ,ANNA UNIVE,WPTC      ,SRP TOOLS ,KANDANCHAV,THORAIPAKK,MOOTAIKARA,KARAPAKKAM,SHOZHINGAN,KUMARAN NA,NUCLEUS CO,PERUMBAKKA,CHEMMANCHE,NAVALUR   ,CHURCH    ,SIRUCHERI ,PAL. CHEMI,HINDUSTAN ,KELAMBAKKA,CHENGAMMAL,KALAVAKKAM,THIRUPPORU,TripStartDate,Depot,Source,Destination,Direction,Schedule_Name,Route,Service_type,ETMNO,FLEETNO,TripNo,TripStartTime,TripEndTime,First_Ticket_Stage
CHEMMANCHE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-S-AM-MEX,19B,MEX,MP01063L,J0399,9,2020-06-23 15:43:54,0.703414352,
NAVALUR   ,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-S-AM-MEX,19B,MEX,MP01063L,J0399,9,2020-06-23 15:43:54,0.703414352,
CHURCH    ,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-S-AM-MEX,19B,MEX,MP01063L,J0399,9,2020-06-23 15:43:54,0.703414352,2020-06-23 16:45:32
SIRUCHERI ,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-S-AM-MEX,19B,MEX,MP01063L,J0399,9,2020-06-23 15:43:54,0.703414352,
PAL. CHEMI,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-S-AM-MEX,19B,MEX,MP01063L,J0399,9,2020-06-23 15:43:54,0.703414352,
HINDUSTAN ,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-S-AM-MEX,19B,MEX,MP01063L,J0399,9,2020-06-23 15:43:54,0.703414352,
KELAMBAKKA,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-S-AM-MEX,19B,MEX,MP01063L,J0399,9,2020-06-23 15:43:54,0.703414352,
CHENGAMMAL,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-S-AM-MEX,19B,MEX,MP01063L,J0399,9,2020-06-23 15:43:54,0.703414352,
KALAVAKKAM,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-S-AM-MEX,19B,MEX,MP01063L,J0399,9,2020-06-23 15:43:54,0.703414352,
THIRUPPORU,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-S-AM-MEX,19B,MEX,MP01063L,J0399,9,2020-06-23 15:43:54,0.703414352,
T.NAGAR,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,1,2020-06-23 04:54:59,0.24791666699999998,
SAIDAPET  ,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,1,2020-06-23 04:54:59,0.24791666699999998,
GUINDY    ,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,1,2020-06-23 04:54:59,0.24791666699999998,
CONCORDE  ,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,1,2020-06-23 04:54:59,0.24791666699999998,
JN.OF R.C ,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,1,2020-06-23 04:54:59,0.24791666699999998,
GURUNANAK ,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,1,2020-06-23 04:54:59,0.24791666699999998,
VELACHERY ,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,1,2020-06-23 04:54:59,0.24791666699999998,
TARAMANI  ,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,1,2020-06-23 04:54:59,0.24791666699999998,
ANNA UNIVE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,1,2020-06-23 04:54:59,0.24791666699999998,
WPTC      ,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,1,2020-06-23 04:54:59,0.24791666699999998,
SRP TOOLS ,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,1,2020-06-23 04:54:59,0.24791666699999998,
KANDANCHAV,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,1,2020-06-23 04:54:59,0.24791666699999998,
THORAIPAKK,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,1,2020-06-23 04:54:59,0.24791666699999998,
MOOTAIKARA,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,1,2020-06-23 04:54:59,0.24791666699999998,
KARAPAKKAM,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,1,2020-06-23 04:54:59,0.24791666699999998,
SHOZHINGAN,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,6.716666666666667,10.016666666666667,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,1,2020-06-23 04:54:59,0.24791666699999998,2020-06-23 05:40:31
KUMARAN NA,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,1,2020-06-23 04:54:59,0.24791666699999998,
NUCLEUS CO,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,1,2020-06-23 04:54:59,0.24791666699999998,
PERUMBAKKA,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,1,2020-06-23 04:54:59,0.24791666699999998,
CHEMMANCHE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,1,2020-06-23 04:54:59,0.24791666699999998,
NAVALUR   ,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,3.3,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,1,2020-06-23 04:54:59,0.24791666699999998,2020-06-23 05:47:14
CHURCH    ,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,1,2020-06-23 04:54:59,0.24791666699999998,2020-06-23 05:50:32
SIRUCHERI ,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,1,2020-06-23 04:54:59,0.24791666699999998,
PAL. CHEMI,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,1,2020-06-23 04:54:59,0.24791666699999998,
HINDUSTAN ,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,1,2020-06-23 04:54:59,0.24791666699999998,
KELAMBAKKA,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,1,2020-06-23 04:54:59,0.24791666699999998,
CHENGAMMAL,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,1,2020-06-23 04:54:59,0.24791666699999998,
KALAVAKKAM,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,1,2020-06-23 04:54:59,0.24791666699999998,
THIRUPPORU,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,1,2020-06-23 04:54:59,0.24791666699999998,
T.NAGAR,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,5,2020-06-23 10:50:47,0.500555556,
SAIDAPET  ,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,9.3,18.583333333333332,-2.0,-2.0,31.283333333333335,-2.0,43.31666666666667,49.56666666666667,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,5,2020-06-23 10:50:47,0.500555556,2020-06-23 10:50:53
GUINDY    ,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,5,2020-06-23 10:50:47,0.500555556,
CONCORDE  ,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,5,2020-06-23 10:50:47,0.500555556,
JN.OF R.C ,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,5,2020-06-23 10:50:47,0.500555556,
GURUNANAK ,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,5,2020-06-23 10:50:47,0.500555556,
VELACHERY ,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,5,2020-06-23 10:50:47,0.500555556,
TARAMANI  ,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,5,2020-06-23 10:50:47,0.500555556,
ANNA UNIVE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,9.283333333333333,-2.0,-2.0,21.983333333333334,-2.0,34.016666666666666,40.266666666666666,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,5,2020-06-23 10:50:47,0.500555556,2020-06-23 11:00:11
WPTC      ,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,12.7,-2.0,24.733333333333334,30.983333333333334,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,5,2020-06-23 10:50:47,0.500555556,2020-06-23 11:09:28
SRP TOOLS ,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,5,2020-06-23 10:50:47,0.500555556,
KANDANCHAV,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,5,2020-06-23 10:50:47,0.500555556,
THORAIPAKK,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,12.033333333333333,18.283333333333335,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,5,2020-06-23 10:50:47,0.500555556,2020-06-23 11:22:10
MOOTAIKARA,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,5,2020-06-23 10:50:47,0.500555556,
KARAPAKKAM,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,6.25,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,5,2020-06-23 10:50:47,0.500555556,2020-06-23 11:34:12
SHOZHINGAN,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20052019,SAIDAPET  ,SAIDAPET  ,KELAMBAKKA,UP,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,5,2020-06-23 10:50:47,0.500555556,2020-06-23 11:40:27
